userId,movieId,prediction
670,2324,4.317522
670,112552,4.3002186
697,296,4.501723
697,858,4.4916725
697,2959,4.470956
697,318,4.4562364
697,6669,4.4155483
698,54001,4.549835
698,69844,4.5082126
698,177765,4.5067296
698,8533,4.504978
698,55872,4.495324
738,858,4.3546524
738,296,4.2635975
738,6669,4.25988
738,1260,4.254103
738,1221,4.234893
758,318,4.6897883
758,858,4.653442
758,160718,4.6249766
758,2571,4.601793
758,50,4.6015787
776,318,4.211956
776,160718,4.119498
776,2571,4.0543113
776,3147,4.0297537
776,3275,4.0100784
781,858,4.8868766
781,296,4.846032
781,1221,4.833928
781,1178,4.8135667
781,6669,4.8099084
788,1196,4.636775
788,260,4.633216
788,177765,4.628852
788,318,4.593094
788,1270,4.5683494
807,318,4.504568
807,858,4.4516926
807,3677,4.4321
807,6669,4.431061
807,1232,4.41984
818,318,4.4836025
818,1207,4.458516
818,745,4.34855
818,58559,4.3471956
818,112552,4.346655
830,2571,4.693245
830,1196,4.6087303
830,260,4.60069
830,2959,4.6002026
830,58559,4.597766
861,318,4.414955
861,58559,4.244779
861,160718,4.2382364
861,1196,4.2377462
861,260,4.19489
864,2571,4.426879
864,318,4.408349
864,1196,4.3901024
864,1270,4.368087
864,260,4.3614655
869,318,4.452076
869,296,4.4028597
869,2843,4.376548
869,2858,4.361806
869,2959,4.347211
890,318,4.46729
890,1207,4.3409686
890,92259,4.1980534
890,160718,4.1611814
890,142488,4.152552
911,2571,4.459135
911,1196,4.4285154
911,260,4.4109364
911,58559,4.3945956
911,160718,4.341379
920,318,4.6378393
920,92259,4.522544
920,5008,4.519417
920,44555,4.512632
920,160718,4.4824657
926,858,4.5990934
926,318,4.5800886
926,926,4.5720162
926,5008,4.5564337
926,1178,4.552754
930,1196,4.156414
930,2571,4.15028
930,58559,4.1450195
930,318,4.1298738
930,296,4.1193895
953,318,4.4956856
953,858,4.4860144
953,6669,4.4068623
953,1221,4.3901176
953,296,4.382128
957,926,4.4235654
957,1207,4.383296
957,858,4.374236
957,6669,4.373703
957,318,4.3641224
970,7327,4.445149
970,1232,4.435893
970,111,4.396105
970,2068,4.3772793
970,2132,4.3654613
977,318,4.455862
977,58559,4.386551
977,260,4.361742
977,1196,4.353197
977,2571,4.306877
982,296,4.787317
982,1232,4.7504606
982,2959,4.7249002
982,1208,4.7181387
982,858,4.7175326
996,858,4.577202
996,318,4.5769587
996,6669,4.5766087
996,1178,4.5387087
996,1221,4.527439
1010,318,4.712507
1010,177765,4.681456
1010,953,4.648122
1010,260,4.6473346
1010,1196,4.632926
1024,318,4.4668865
1024,92259,4.3975983
1024,166643,4.3625374
1024,1246,4.3231344
1024,1207,4.3159504
1028,2571,4.7458534
1028,160718,4.674037
1028,2959,4.633932
1028,50,4.610091
1028,58559,4.6016364
1040,2571,3.9814506
1040,187593,3.7448988
1040,2959,3.6893554
1040,84152,3.6771693
1040,1196,3.6749105
1045,296,4.4401493
1045,858,4.4126973
1045,541,4.330874
1045,3677,4.329857
1045,5618,4.322545
1055,318,4.3275065
1055,160718,4.28
1055,58559,4.1971407
1055,2571,4.184388
1055,1196,4.138623
1064,2571,4.621854
1064,1196,4.5510993
1064,260,4.551092
1064,58559,4.5187826
1064,91529,4.451483
1068,858,4.426816
1068,296,4.407814
1068,1217,4.387458
1068,1232,4.370406
1068,6669,4.3597913
1075,2571,4.721697
1075,1196,4.701502
1075,260,4.6721854
1075,58559,4.6361227
1075,1214,4.5662274
1086,296,4.572535
1086,1217,4.5105124
1086,5618,4.4983897
1086,3030,4.4875827
1086,1208,4.487477
1089,296,4.3030596
1089,2959,4.214528
1089,1196,4.0916586
1089,2571,4.0565243
1089,260,4.025425
1093,318,4.4903984
1093,858,4.4504757
1093,1221,4.397131
1093,50,4.377038
1093,1207,4.3637094
1094,318,4.630609
1094,858,4.5348864
1094,160718,4.5244017
1094,44555,4.4978023
1094,5008,4.4913573
1117,2959,4.1821303
1117,296,4.1653547
1117,5618,4.0069637
1117,2571,4.0033607
1117,318,3.9855616
1118,318,4.281268
1118,6669,4.1327844
1118,858,4.1060553
1118,296,4.035293
1118,3310,4.0321326
1120,926,4.6319237
1120,6669,4.6197176
1120,858,4.6188917
1120,1178,4.5591373
1120,111,4.556985
1153,318,3.7263584
1153,1196,3.6636572
1153,858,3.628169
1153,58559,3.62469
1153,2571,3.6129522
1158,858,4.077325
1158,44555,4.043183
1158,2132,4.030717
1158,6669,4.028353
1158,5147,4.016388
1165,858,4.578773
1165,318,4.5210524
1165,1221,4.487324
1165,1196,4.467349
1165,260,4.4378138
1171,1196,4.26742
1171,54001,4.264136
1171,260,4.257927
1171,2571,4.234425
1171,88125,4.212048
1179,318,4.4040265
1179,858,4.2352996
1179,50,4.232732
1179,160718,4.231183
1179,296,4.2284546
1185,296,4.5875216
1185,2959,4.5725684
1185,541,4.4837885
1185,47,4.4480457
1185,1208,4.4468317
1191,318,4.4902945
1191,58559,4.3232346
1191,92259,4.312243
1191,160718,4.306514
1191,50,4.303332
1200,318,4.7814655
1200,858,4.7313933
1200,1221,4.661994
1200,50,4.657593
1200,44555,4.6560764
1216,6669,3.9074733
1216,318,3.887069
1216,858,3.884026
1216,926,3.827302
1216,1178,3.7823029
1242,318,4.886095
1242,858,4.84325
1242,1221,4.8156962
1242,160718,4.7882204
1242,1196,4.783974
1265,858,4.7101555
1265,318,4.6972213
1265,6669,4.659983
1265,1221,4.642277
1265,296,4.6406736
1272,858,4.175703
1272,1207,4.1710124
1272,926,4.072122
1272,1221,4.0571823
1272,745,4.0494213
1275,1196,4.5799975
1275,2571,4.576128
1275,260,4.5732427
1275,58559,4.524967
1275,318,4.503473
1281,858,4.2980824
1281,1221,4.1718493
1281,318,4.091853
1281,50,4.03162
1281,2959,4.014217
1291,318,4.5854964
1291,160718,4.5545645
1291,92259,4.501658
1291,177765,4.448635
1291,166643,4.4280705
1293,318,4.8021917
1293,858,4.7325
1293,5008,4.6914434
1293,44555,4.682407
1293,50,4.6775775
1299,318,4.677092
1299,2571,4.651322
1299,1196,4.6486096
1299,260,4.6395316
1299,58559,4.612708
1331,1196,4.7103176
1331,260,4.707645
1331,318,4.6937275
1331,2571,4.666388
1331,58559,4.6282268
1337,318,4.474562
1337,296,4.4437256
1337,858,4.438695
1337,1196,4.434483
1337,745,4.4093895
1363,858,4.4798317
1363,6669,4.4257894
1363,1260,4.368014
1363,1212,4.3285775
1363,1221,4.3259487
1364,81229,3.1742945
1364,84152,3.1711378
1364,59369,3.1168208
1364,106489,3.0602865
1364,89745,3.0508995
1372,1196,4.319359
1372,541,4.284994
1372,2571,4.2172346
1372,296,4.1715274
1372,50,4.163151
1383,318,4.429433
1383,2571,4.3626976
1383,50,4.351388
1383,2959,4.327671
1383,296,4.307267
1393,858,4.851112
1393,6669,4.8320293
1393,1178,4.816616
1393,1260,4.794102
1393,1221,4.772659
1413,318,4.7743607
1413,858,4.7201424
1413,6669,4.702952
1413,5008,4.6501665
1413,44555,4.646477
1419,318,4.7095814
1419,1207,4.6302023
1419,858,4.5882144
1419,5008,4.5743456
1419,44555,4.5605836
1423,858,4.9252214
1423,296,4.902217
1423,6669,4.8780675
1423,1221,4.8731546
1423,1196,4.8649354
1440,318,4.677444
1440,50,4.6478643
1440,47,4.6071463
1440,2959,4.604978
1440,858,4.5848002
1464,858,5.008487
1464,6669,4.978492
1464,1221,4.956484
1464,1178,4.9474316
1464,926,4.9412556
1466,858,4.048627
1466,1232,3.9552214
1466,50,3.935037
1466,1208,3.9136803
1466,1221,3.913027
1471,296,5.003502
1471,541,4.994858
1471,1214,4.9846697
1471,5618,4.959089
1471,1136,4.9337845
1488,318,3.8123226
1488,858,3.5254889
1488,50,3.5089664
1488,4973,3.3710117
1488,44555,3.3688345
1519,858,4.596979
1519,6669,4.5874968
1519,318,4.5798564
1519,1178,4.560983
1519,296,4.5485034
1549,318,4.597494
1549,5008,4.596674
1549,858,4.587677
1549,44555,4.5789537
1549,2959,4.5606017
1567,318,4.830923
1567,160718,4.784236
1567,92259,4.7660036
1567,1246,4.7399464
1567,166643,4.7225637
1569,318,4.1109047
1569,112552,3.947232
1569,1207,3.9295533
1569,4973,3.599649
1569,7361,3.5814257
1570,318,4.6907578
1570,160718,4.651618
1570,1196,4.617902
1570,260,4.615967
1570,50,4.6110244
1599,318,4.4271674
1599,92259,4.326062
1599,1207,4.271703
1599,5008,4.2706413
1599,2324,4.2573714
1603,858,4.6195517
1603,296,4.6096153
1603,2959,4.583901
1603,6669,4.5681057
1603,1221,4.5662417
1632,858,4.698738
1632,318,4.683351
1632,6669,4.6209564
1632,1221,4.603254
1632,1178,4.5866814
1654,296,4.6802897
1654,318,4.6647153
1654,858,4.65835
1654,2959,4.645941
1654,1196,4.631913
1686,68237,3.433178
1686,1196,3.3557453
1686,122904,3.3248577
1686,2288,3.2993126
1686,260,3.2300363
1695,296,4.2353
1695,318,4.1147285
1695,2959,4.105438
1695,858,3.98975
1695,1258,3.9798658
1707,318,4.365885
1707,296,4.3408012
1707,858,4.3052034
1707,2959,4.293409
1707,2571,4.2742386
1710,858,4.6348977
1710,318,4.6263766
1710,5008,4.6158733
1710,1207,4.603515
1710,926,4.6031957
1711,296,4.4136095
1711,858,4.3995275
1711,2959,4.373529
1711,318,4.354018
1711,1221,4.326926
1757,318,4.6321335
1757,858,4.545172
1757,1207,4.497449
1757,50,4.449263
1757,953,4.4421606
1766,858,4.715704
1766,296,4.705438
1766,7327,4.6876183
1766,1217,4.686007
1766,6669,4.679082
1771,858,4.425645
1771,318,4.3938217
1771,296,4.3317366
1771,6669,4.3167014
1771,1221,4.285612
1781,318,4.669255
1781,160718,4.539439
1781,1207,4.531436
1781,5008,4.4985013
1781,2324,4.4769554
1803,1196,4.6250496
1803,296,4.623025
1803,260,4.6085405
1803,541,4.5518923
1803,5618,4.5316033
1827,296,4.7303343
1827,2959,4.70213
1827,1196,4.6774445
1827,541,4.6747746
1827,858,4.66722
1846,296,4.7067537
1846,858,4.6735916
1846,3677,4.6492705
1846,2959,4.645653
1846,6669,4.606618
1854,50,4.4270105
1854,318,4.3737273
1854,2959,4.3584614
1854,293,4.333642
1854,858,4.2858486
1860,858,4.117123
1860,318,4.116079
1860,950,4.007245
1860,3435,4.003792
1860,44555,3.9466834
1866,858,4.753385
1866,1178,4.699544
1866,1221,4.672286
1866,6669,4.638252
1866,1207,4.587036
1874,2959,4.5377727
1874,2571,4.537409
1874,296,4.53329
1874,58559,4.4598846
1874,1196,4.365885
1879,858,4.79861
1879,6669,4.7555428
1879,1221,4.7384663
1879,1178,4.723115
1879,926,4.7125626
1880,296,4.296238
1880,2959,4.273999
1880,2571,4.2362432
1880,1196,4.181221
1880,260,4.113392
1881,318,4.667612
1881,1196,4.625835
1881,260,4.6136236
1881,1207,4.552293
1881,142488,4.5449505
1883,858,4.738319
1883,6669,4.6980844
1883,926,4.684973
1883,1178,4.671488
1883,1221,4.6699095
1911,2571,4.5565586
1911,260,4.524496
1911,1196,4.519724
1911,58559,4.436996
1911,91529,4.3681984
1916,318,4.4759936
1916,858,4.3148336
1916,1207,4.294209
1916,50,4.2627854
1916,296,4.220763
1927,318,4.7552524
1927,260,4.6819663
1927,1196,4.681183
1927,858,4.643922
1927,160718,4.6418643
1931,318,4.2720194
1931,858,4.136986
1931,58559,4.0887995
1931,1196,4.046972
1931,1221,4.038082
1933,2571,4.48281
1933,318,4.414586
1933,296,4.412767
1933,58559,4.3974857
1933,2959,4.3924284
1957,50,4.1554294
1957,296,4.011282
1957,2959,3.898621
1957,293,3.8975341
1957,318,3.866736
1980,858,4.711298
1980,296,4.702256
1980,2959,4.6745405
1980,7327,4.662092
1980,6669,4.6580553
1991,2571,4.3859925
1991,1196,4.36332
1991,260,4.335124
1991,58559,4.3231187
1991,296,4.241908
2000,858,4.5429077
2000,6669,4.520706
2000,1221,4.49533
2000,1178,4.470702
2000,296,4.4534483
2014,858,4.5038586
2014,6669,4.4585514
2014,318,4.4465084
2014,296,4.441003
2014,1217,4.4372745
2037,858,4.5872355
2037,1178,4.5843782
2037,6669,4.56808
2037,1221,4.5472445
2037,296,4.541893
2038,318,4.4189434
2038,92259,4.093463
2038,50,4.0492973
2038,858,4.0446525
2038,1207,4.0336847
2039,2571,4.5430536
2039,1196,4.5363007
2039,260,4.5088005
2039,318,4.476222
2039,58559,4.459987
2040,858,4.738947
2040,6669,4.70578
2040,1221,4.682048
2040,26131,4.6509113
2040,1178,4.6475916
2047,296,4.3189526
2047,858,4.13743
2047,1206,4.122245
2047,1232,4.097236
2047,7361,4.0388174
2052,296,4.319517
2052,541,4.2415476
2052,2959,4.2075143
2052,1208,4.0860014
2052,1196,4.076181
2069,2571,4.4206347
2069,58559,4.343084
2069,2959,4.3297777
2069,318,4.2678714
2069,1196,4.222939
2072,318,4.561267
2072,296,4.5527344
2072,2959,4.529726
2072,4011,4.495228
2072,50,4.486555
2074,858,4.673179
2074,296,4.673091
2074,1217,4.6570163
2074,1196,4.652838
2074,6669,4.6509027
2084,318,4.4184046
2084,58559,4.3623013
2084,2571,4.3312407
2084,260,4.2832446
2084,1196,4.260361
2095,1232,4.1580048
2095,7327,4.0993576
2095,3677,4.0545893
2095,111,3.9974735
2095,1217,3.9802463
2113,318,4.472841
2113,160718,4.3973503
2113,2959,4.341341
2113,296,4.3244348
2113,50,4.316443
2132,2959,4.4134493
2132,296,4.4116898
2132,541,4.4062037
2132,2571,4.3986034
2132,1196,4.350214
2150,318,4.789798
2150,858,4.768743
2150,6669,4.748106
2150,1178,4.741321
2150,296,4.7347445
2158,84152,4.3055763
2158,160718,4.2431574
2158,3578,4.2306037
2158,318,4.2235923
2158,59369,4.221203
2160,318,4.5669017
2160,1196,4.5349216
2160,260,4.5240073
2160,2571,4.508029
2160,58559,4.4864717
2172,1232,3.3404016
2172,8014,3.2486072
2172,111,3.2224708
2172,1189,3.2064223
2172,2068,3.1484346
2177,318,4.584821
2177,160718,4.559196
2177,177765,4.5491066
2177,3147,4.526101
2177,3578,4.5086465
2180,296,4.249298
2180,318,4.2468805
2180,858,4.1911607
2180,5008,4.1905446
2180,50,4.176627
2230,2571,4.5313973
2230,1196,4.490831
2230,260,4.477888
2230,58559,4.464911
2230,318,4.4627094
2255,318,4.704464
2255,858,4.6668673
2255,1207,4.6027946
2255,1221,4.5877705
2255,926,4.573173
2273,858,4.5075316
2273,6669,4.5002375
2273,1178,4.499583
2273,1260,4.4576845
2273,1221,4.4314203
2280,296,4.531705
2280,858,4.524887
2280,1217,4.5199623
2280,3677,4.480818
2280,1232,4.471425
2294,1232,4.0138187
2294,111,3.8897483
2294,858,3.8540483
2294,6650,3.8447652
2294,7327,3.8411374
2296,160718,4.611507
2296,318,4.607488
2296,2571,4.562832
2296,50,4.5163617
2296,92259,4.495313
2306,318,4.6599417
2306,160718,4.587138
2306,92259,4.5647993
2306,166643,4.5084405
2306,177765,4.508057
2307,318,4.6450286
2307,2571,4.6393538
2307,1196,4.598721
2307,58559,4.5841403
2307,260,4.5829844
2308,1232,4.3565326
2308,3677,4.3397627
2308,296,4.3043976
2308,6669,4.2761455
2308,858,4.2644253
2310,296,4.1877794
2310,2959,4.1779714
2310,2571,4.076195
2310,58559,3.930066
2310,541,3.8507304
2329,858,4.6661572
2329,1178,4.6314697
2329,6669,4.628046
2329,1221,4.622094
2329,926,4.5883064
2346,318,4.5583477
2346,1207,4.454129
2346,92259,4.398676
2346,160718,4.371195
2346,142488,4.356854
2401,318,4.6557693
2401,1196,4.521715
2401,58559,4.5113926
2401,260,4.511277
2401,160718,4.4852204
2407,1196,4.893876
2407,318,4.891991
2407,260,4.875924
2407,858,4.8153076
2407,58559,4.8078394
2419,318,3.924566
2419,858,3.837955
2419,296,3.793209
2419,5971,3.7306147
2419,1178,3.6888814
2434,2571,4.6624904
2434,318,4.5967145
2434,1196,4.58992
2434,260,4.5770698
2434,58559,4.5665164
2440,318,4.3094435
2440,112552,4.0621357
2440,160718,4.05324
2440,1207,4.018862
2440,296,4.0109215
2468,2571,3.91042
2468,1196,3.8769982
2468,260,3.8264098
2468,58559,3.7928243
2468,296,3.7568288
2475,858,4.2899365
2475,318,4.272916
2475,296,4.271142
2475,6669,4.2187915
2475,1207,4.1947985
2481,318,4.3785186
2481,92259,4.1932807
2481,858,4.158351
2481,356,4.0973196
2481,160718,4.050753
2492,318,4.35951
2492,160718,4.196417
2492,58559,4.1033382
2492,2571,4.068389
2492,356,4.014539
2494,2068,3.733708
2494,1232,3.7253385
2494,7327,3.699863
2494,1217,3.6500282
2494,296,3.6407619
2536,318,4.4995704
2536,858,4.4909744
2536,1221,4.4341745
2536,6669,4.402796
2536,1196,4.386117
2548,318,4.38259
2548,92259,4.14548
2548,3147,4.08473
2548,160718,4.0640125
2548,356,4.058267
2551,1178,4.838847
2551,6669,4.8325624
2551,858,4.830304
2551,1221,4.7914653
2551,1260,4.7911243
2555,745,4.2380576
2555,318,4.1937017
2555,1196,4.147579
2555,260,4.117346
2555,5618,4.1166897
2571,318,4.9027376
2571,160718,4.79434
2571,92259,4.7571654
2571,1196,4.7543297
2571,260,4.753828
2585,296,4.5673604
2585,858,4.553089
2585,318,4.548295
2585,2959,4.5429487
2585,6669,4.5149994
2610,318,4.366699
2610,2571,4.228833
2610,160718,4.174282
2610,58559,4.120376
2610,3578,4.093172
2618,318,4.819639
2618,1196,4.7919397
2618,260,4.7838173
2618,858,4.757509
2618,1221,4.7236376
2620,858,4.383543
2620,296,4.276584
2620,1260,4.2457705
2620,6669,4.238744
2620,1208,4.183776
2637,2571,4.429384
2637,2959,4.398671
2637,1196,4.3845162
2637,296,4.3689346
2637,58559,4.3467784
2654,2571,4.479358
2654,1196,4.412842
2654,260,4.3973246
2654,58559,4.3773546
2654,187593,4.175336
2655,8533,4.3836145
2655,3916,4.3309216
2655,166643,4.308032
2655,116797,4.2941175
2655,2268,4.289366
2656,858,4.7827415
2656,1178,4.738021
2656,6669,4.736059
2656,1221,4.703939
2656,926,4.7008066
2698,858,4.597864
2698,1221,4.5487022
2698,318,4.5294933
2698,1178,4.5070705
2698,6669,4.491992
2700,296,4.470639
2700,2959,4.356942
2700,2571,4.3063946
2700,858,4.274578
2700,5618,4.2362437
2703,318,4.529464
2703,1207,4.471627
2703,926,4.4538
2703,5008,4.4324236
2703,858,4.4094234
2712,858,4.679493
2712,6669,4.6599264
2712,1260,4.652701
2712,1221,4.6170835
2712,1217,4.61675
2715,318,4.780279
2715,858,4.751577
2715,50,4.7511024
2715,296,4.735217
2715,1221,4.715911
2720,296,4.5727763
2720,1232,4.5482607
2720,2925,4.53452
2720,7327,4.4855046
2720,1206,4.4815803
2758,1196,4.572916
2758,2571,4.570381
2758,318,4.5658016
2758,260,4.5392075
2758,858,4.515828
2768,296,4.4031143
2768,858,4.389654
2768,1232,4.3603897
2768,2959,4.345221
2768,1217,4.3364453
2799,541,4.40431
2799,296,4.392724
2799,1206,4.332468
2799,1214,4.2771273
2799,68237,4.162401
2816,2959,4.903473
2816,2571,4.885137
2816,296,4.867884
2816,1196,4.8568077
2816,541,4.850699
2826,318,4.900116
2826,1207,4.77674
2826,926,4.768572
2826,858,4.7670302
2826,6669,4.7557373
2847,260,4.717678
2847,1270,4.704008
2847,1196,4.6997757
2847,318,4.6965723
2847,177765,4.6659765
2849,296,4.5728245
2849,2959,4.5307107
2849,858,4.5143027
2849,1208,4.510745
2849,5618,4.4624524
2892,318,4.4670057
2892,858,4.4153423
2892,50,4.349166
2892,6669,4.34717
2892,296,4.3183546
2903,1217,4.5171547
2903,7327,4.497846
2903,1232,4.47976
2903,296,4.465769
2903,1208,4.4530153
2929,260,4.4132524
2929,1196,4.409172
2929,2571,4.391225
2929,318,4.3738747
2929,58559,4.3085575
2942,134130,4.37093
2942,318,4.3423243
2942,8533,4.3392324
2942,3147,4.330145
2942,116797,4.327087
2975,858,4.58549
2975,1178,4.56319
2975,318,4.5557947
2975,926,4.5290804
2975,1221,4.522882
2984,318,4.6634746
2984,858,4.6233835
2984,6669,4.6202574
2984,160718,4.606398
2984,5008,4.603321
2990,858,4.7697
2990,6669,4.733506
2990,1178,4.7259007
2990,1221,4.709716
2990,926,4.6605153
2997,318,3.9175646
2997,160718,3.726132
2997,112552,3.6442418
2997,3147,3.6376786
2997,92259,3.583228
3021,260,4.574984
3021,1196,4.5697994
3021,2571,4.569185
3021,318,4.5238247
3021,58559,4.500733
3062,318,4.5658264
3062,127098,4.497979
3062,296,4.496497
3062,160718,4.475296
3062,5008,4.464137
3066,2571,4.4336367
3066,318,4.3718925
3066,160718,4.345082
3066,58559,4.332016
3066,2959,4.303653
3081,858,4.3946185
3081,1178,4.37477
3081,6669,4.374035
3081,2132,4.3559113
3081,1207,4.3460946
3105,318,4.5298615
3105,160718,4.477076
3105,50,4.4456425
3105,5008,4.4373436
3105,2959,4.421192
3124,858,4.736845
3124,1178,4.7062593
3124,1221,4.6971245
3124,318,4.671332
3124,5008,4.6700463
3133,858,4.5202227
3133,318,4.4901276
3133,50,4.4493937
3133,296,4.428914
3133,2905,4.4053297
3134,318,4.667719
3134,858,4.596479
3134,160718,4.571741
3134,44555,4.5602217
3134,1207,4.5564165
3208,318,4.520721
3208,858,4.3947644
3208,58559,4.3633614
3208,2571,4.337885
3208,50,4.3333015
3212,858,4.7547946
3212,318,4.725699
3212,6669,4.691701
3212,1178,4.6885977
3212,44555,4.687669
3233,1232,4.5239396
3233,1260,4.491915
3233,7327,4.4472456
3233,1212,4.4282455
3233,7766,4.4036083
3236,318,4.4037905
3236,160718,4.3369303
3236,2571,4.3086014
3236,58559,4.298446
3236,1196,4.226758
3238,858,4.1166115
3238,2959,4.0846767
3238,2571,4.017648
3238,296,4.003973
3238,318,3.9988508
3242,318,4.47898
3242,92259,4.3502145
3242,44555,4.3393545
3242,858,4.332773
3242,356,4.2764564
3248,858,5.208384
3248,318,5.177453
3248,1178,5.163211
3248,6669,5.157297
3248,1221,5.1453238
3250,858,4.599816
3250,6669,4.5605145
3250,1178,4.533018
3250,1221,4.5150585
3250,1260,4.4914055
3252,318,4.694047
3252,1207,4.6126323
3252,260,4.600036
3252,1196,4.597539
3252,858,4.579521
3290,318,4.694695
3290,858,4.6871037
3290,1221,4.6388283
3290,296,4.593272
3290,745,4.588417
3294,296,4.3718586
3294,541,4.2514505
3294,858,4.247738
3294,5291,4.2197127
3294,1206,4.206589
3298,2571,4.5684156
3298,318,4.5627346
3298,1196,4.518445
3298,260,4.507126
3298,160718,4.501439
3304,318,4.7264705
3304,160718,4.644596
3304,296,4.6303387
3304,1207,4.6242676
3304,858,4.6238923
3318,260,4.4476542
3318,318,4.443772
3318,1196,4.4305763
